index,address,token_1,token_0,fee
295,0xA8DCe7394DC8F5E100AD4A41275Fcb698863C4EC,USDC.E,COMP,100
296,0x5bA6ee6458653B8D0E8b68a6627d0943178d22b9,USDT,COMP,30
297,0xfe26E463E3AD987a9A92C79511563cC9548D829F,DAI,CRV,30
298,0x547D00486Fa50f867795Cb082ad7886Bc7cA84BE,DAI,CRV,100
299,0xC8b31995a3CAfcfd505dFac209A3A82E9b39499D,LDO,CRV,30
300,0x1e6e8093932f96e27351Fa006c9A8599A864D630,OCEAN,CRV,100
301,0x31F263f819B08036aA76Ccb235Adc8e0405c3DF0,USDC,CRV,30
302,0xB2D3ae30C509dfa167030E982DEc13eFF44A0654,USDC,CRV,100
303,0xF3d14C9a2b633Ec49C148499e90E5D0d22cDcc6D,USDC.E,CRV,5
304,0x918Dbb2e10788e88F8E4dc5De8c77b61B8De11B2,USDC.E,CRV,30
305,0x012f107385370DAdE330Cc176F47Ea31a9a27b51,USDC.E,CRV,100
306,0x1442097733acf0a2b5c4Ab422F1C0186E95D52Ba,USDT,CRV,30
307,0xc0D49107C6BA24678dB73a37641B2F2a0455444D,USDT,CRV,100
308,0x66e7B5B1F2ce39250365874BD2F1896C372CF1Fc,USDT,CTSI,1
309,0x18447F172730FBb8f0C00F09535ca167C98f8443,USDT,CTSI,5
310,0x9204B1B834cF0ae92b0060fBFE78CE5325A4b0c0,USDT,CTSI,30
311,0xBd360b2e86Fa4321133A198206A586DDEC8A449e,USDT,CTSI,100
312,0x6dc5F7fe4716a9618714Ff82131A2C7Bd818279f,USDC,CTX,100
313,0x56224C49f52e21d972374003af6409C8a6fdEF40,USDC.E,CTX,100
314,0xBbD51D8fc750De753e183bDBF019AdAD39C189cc,GMX,DAI,30
315,0x25ccba1087142Aa333db02665974d7e379E35ed7,GMX,DAI,100
316,0x88e47cA3866309179fe715982b29961759Ae1C39,DAI,LDO,30
317,0x76D56579Aa6356d860DCf7f8028D9ffd2E3c90F3,LINK,DAI,30
318,0x65d8b3670cF4b2e8b3D96aBAeB8aA9Ab4f705A33,LQTY,DAI,30
319,0x4e7a8b5a3C7A5Fd8729F042cB42240790ECA98de,DAI,LRC,30
